"subject","1002","1003","1005","1008","1017","1022","1023","1024","1025","1027","1028","1029","1030","1031","1035","2003","2005","2008","2011","2015","2017","2018","2022","2024","2025","2028","2029","2030","2031","2035"
"002_S_0413",2.34951508868576,1.95733976493022,1.6771021935984,2.92941785947655,1.89307271307768,1.733990760226,2.36520868490222,1.96874715138306,2.4746267735905,2.06235230363127,2.12041387183467,1.82377436481253,2.68357504862084,2.28172074156917,2.85817502328009,1.90072542243217,1.89671934938357,2.58686800189529,2.66613635293122,2.64489019663134,1.77258084459097,2.30007603095918,1.84268135507761,1.91741963994588,2.21802296984188,2.35690662937092,1.66209058590716,2.62654200040675,2.30353843175897,2.67782937254775
"002_S_0559",2.81448051989018,1.76851796463012,0.917300242618207,2.29794840464537,1.61264043854182,2.07163631364785,2.60621404647827,1.83871178970166,2.34557256081478,2.36654640687741,1.92248602091916,1.08020850526733,2.44018108841582,2.07375016011653,3.01814055010987,1.855730964744,0.898488783311462,2.36368153620175,2.00299300141295,2.96418804663127,1.62558430548333,2.81869606824961,1.98956640957151,1.95829453494978,2.15948322011109,2.10804178478286,1.20257359809889,2.9397197493998,2.02300239572107,3.12668046140406
"002_S_0729",2.78820245035465,2.10890210997773,1.63432276580069,3.15460408693631,2.21924227566516,1.9843906102531,2.57861327252737,1.78214985283716,2.0557317476529,2.57057342116594,2.17770431500723,1.74061562325331,3.0758139923458,2.57031126700833,3.01241114474744,2.08835990698638,1.94459097277034,2.72207038390547,2.40635148882866,3.79687528087668,2.10254264337702,2.10381527517516,1.82613528803035,1.6796562943975,2.05180230666449,2.3770056155251,1.7262261397615,2.70222006393877,2.35951201719276,2.80415774747976
"002_S_0816",2.75347736825121,2.1682486553203,1.79558698167315,2.88006539063989,1.97389729293237,2.04226329762464,2.18874764282115,1.99083944829594,2.99209101867933,2.56166905292374,2.45746149711587,2.83664703586694,2.65681431318305,2.26161936110886,3.2387669751214,2.570725546025,1.98420624878461,2.73166578831911,2.65864230283084,3.41030866615743,2.07371706417418,2.21896819461651,2.1431996483697,2.08883388478899,2.70470725402899,3.05461397122099,2.20003486879,2.73180611071665,2.30312447469215,3.30493464886383
"002_S_0954",2.52327319679644,1.66463513670561,1.018985518482,2.07774945357864,1.23603708551974,1.46825198990429,1.32982805100354,1.46878192259979,1.62331763653406,2.26131377003961,1.85381225214091,1.11930101560034,2.00289319964814,1.76470806847056,2.29352050999701,1.79879437284004,1.03962230046348,2.0342112350962,1.63714062909335,2.30075750432813,1.07012320889177,1.30452533515349,1.20546614661452,1.29027348457061,1.70847853846137,1.90681276078193,1.1059340003544,1.96285613578567,1.76086177156964,2.21081600069172
"002_S_1018",2.59668815464513,2.21639920112567,1.92060764248186,2.42423055941422,1.74408104464709,1.8005736701824,2.16590101249882,1.94761712160158,2.61128483138001,2.63822603966947,2.40849988633259,1.80886363473399,2.97303048114696,2.43858069685947,3.11446955715247,2.02636556655926,1.49000207758199,2.33496684846571,2.6150658283216,2.98788266244173,1.54255217491234,2.25775663680213,1.61828205296092,1.95986066067411,2.14334621577635,2.5282402790129,1.58141959544376,2.51951036951711,2.03074225863497,3.02219474718377
"002_S_1070",1.8334235804135,1.6961977426155,1.22895116349564,2.71221841254756,1.76039645589153,1.71218906811557,1.83564791376473,1.88874132319422,1.95697952530114,2.0515825866474,2.03800954210364,1.58934924657696,2.86207123936849,2.09094114707112,3.48784379324122,1.80004571927567,3.35383066109249,2.80980172480373,3.39191221609348,3.19226884841919,1.89672102674124,2.61494203504541,1.89832997172092,1.94897371508429,1.94360068597727,2.15534162204135,1.68618366966044,2.85761366868595,2.65008906925323,3.3428725245967
"002_S_1261",2.96038621147567,2.22097825034234,1.6383749675474,2.72788535132498,2.10553342583371,2.09517283827058,2.10958419661441,1.98478263025109,2.18102931274894,3.05829188836044,2.47372313115586,1.62656776596251,3.42656717958035,2.54643982941551,2.82301478175712,2.29912478210757,1.83228710306841,3.01103999312181,2.19107676478583,2.84584009792747,1.95935886219251,2.77053704087933,1.97723899829931,1.94329977137021,2.20910889695003,2.76094143037696,1.73237724609701,3.26125815552427,2.55941523940947,3.04986272211837
"011_S_0002",3.19175743492505,2.29408917276678,1.76009073098134,2.28057362654174,1.89020714017211,1.48012632241688,2.04236889812933,1.87770009359925,2.73981921932799,2.33700391562302,2.22548813717007,1.4410688464826,2.26095251325742,1.90901619035622,2.43224411800292,1.87522574754348,1.86613806108437,2.67325686962313,2.43005012042269,3.03472501231497,1.6820725991353,2.06595253122819,1.29073753626919,1.44105576419343,2.49874554403043,2.32048385060778,1.53599543435968,2.0907221306187,1.99552924007877,2.58734381644622
